Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
62,5184390164,JayMan8955,0,158.3,1B Willson Contreras 2B Romy Gonzalez 3B Alec Bohm C Salvador Perez OF Juan Soto OF Gavin Sheets OF Lane Thomas P Justin Wrobleski P Taj Bradley SS Francisco Lindor,,Brooks Lee,3B,4.54%,5
63,5184051113,akknowledge,0,157.4,1B Jac Caglianone 2B Miguel Rojas 3B Nick Loftin C Salvador Perez OF Corbin Carroll OF Lane Thomas OF Max Kepler P Zack Wheeler P Jacob deGrom SS Bobby Witt Jr.,,Miguel Rojas,SS,4.46%,0
63,5184122043,Tonycls550,0,157.4,1B Jared Young 2B Jake Cronenworth 3B Bo Bichette C Ivan Herrera OF Juan Soto OF Fernando Tatis Jr. OF Tyler Tolbert P Zack Wheeler P Jacob deGrom SS Francisco Lindor,,Brayan Rocchio,SS,4.46%,0
65,5184328517,docdre42,0,156.4,1B Freddie Freeman 2B Jake Cronenworth 3B Max Muncy C Dalton Rushing OF Shohei Ohtani OF Max Kepler OF Luis Lara P Zack Wheeler P Jacob deGrom SS Tyler Tolbert,,Christian Yelich,OF,4.46%,2
65,5184449040,dulcmang,0,156.4,1B Jake Bauers 2B Brice Turang 3B Caleb Durbin C J.T. Realmuto OF Christian Yelich OF A.J. Ewing OF Luis Lara P Zack Wheeler P Jacob deGrom SS Cooper Pratt,,Kyle Manzardo,1B,4.29%,0
67,5184430986,karnyjets200,0,156.3,1B Jake Bauers 2B Romy Gonzalez 3B Manny Machado C Ivan Herrera OF Kyle Schwarber OF A.J. Ewing OF Nelson Velazquez P Justin Wrobleski P Taj Bradley SS Brayan Rocchio,,Wilyer Abreu,OF,4.21%,6
68,5183898615,hasco,0,155.7,1B Rafael Devers 2B Michael Massey 3B Kazuma Okamoto C J.T. Realmuto OF Ceddanne Rafaela OF Jackson Merrill OF Carson Benge P Zack Wheeler P Justin Wrobleski SS Masyn Winn,,Connor Wong,C,4.21%,13
68,5184065608,badsct1,0,155.7,1B Rafael Devers 2B Michael Massey 3B Alec Bohm C Salvador Perez OF Corbin Carroll OF Lane Thomas OF Edmundo Sosa P Zack Wheeler P Justin Wrobleski SS Miguel Rojas,,Brice Turang,2B,4.12%,14
70,5184416994,JoeCool20-16,0,155.6,1B Willson Contreras 2B Romy Gonzalez 3B Max Muncy C Luis Campusano OF Shohei Ohtani OF Wilyer Abreu OF Ceddanne Rafaela P Taj Bradley P Robert Gasser SS Andruw Monasterio,,Jose Soriano,P,4.04%,14.5
71,5184437282,topspacey,0,155.4,1B Shohei Ohtani 2B Romy Gonzalez 3B Caleb Durbin C Connor Wong OF Kyle Tucker OF Ceddanne Rafaela OF Chase DeLauter P Zack Wheeler P Jacob deGrom SS Andruw Monasterio,,Josh Bell,1B,4.04%,10
72,5184032067,Mackdawg44,0,155.3,1B Freddie Freeman 2B Jake Cronenworth 3B Caleb Durbin C Dalton Rushing OF Shohei Ohtani OF Kyle Tucker OF Tommy Edman P Justin Wrobleski P Taj Bradley SS Tyler Tolbert,,Xander Bogaerts,SS,3.95%,7
72,5184476478,DreamchaserJC,0,155.3,1B Freddie Freeman 2B Miguel Rojas 3B Joey Ortiz C Dalton Rushing OF Shohei Ohtani OF Andy Pages OF Max Kepler P Zack Wheeler P Taj Bradley SS Andruw Monasterio,,Victor Caratini,C,3.62%,3
74,5184422266,Lucky_Larry,0,154.4,1B Romy Gonzalez 2B Ketel Marte 3B Alec Bohm C Dalton Rushing OF Corbin Carroll OF Ceddanne Rafaela OF Lane Thomas P Zack Wheeler P Jacob deGrom SS Andruw Monasterio,,Jake Bauers,OF,3.62%,4
74,5184514147,jakeday92,0,154.4,1B Shohei Ohtani 2B Jake Cronenworth 3B Max Muncy C Dalton Rushing OF Ceddanne Rafaela OF Gavin Sheets OF Luis Lara P Zack Wheeler P Jacob deGrom SS Andruw Monasterio,,Zach Neto,SS,3.45%,2
76,5184169176,jbhguru77,0,154.3,1B Jac Caglianone 2B Michael Massey 3B Alec Bohm C Carter Jensen OF Jackson Merrill OF Edmundo Sosa OF Isaac Collins P Justin Wrobleski P Taj Bradley SS Bobby Witt Jr.,,Kazuma Okamoto,3B,3.45%,5
76,5184415473,Draftmaster00,0,154.3,1B Romy Gonzalez 2B Jake Cronenworth 3B Max Muncy C Dalton Rushing OF Shohei Ohtani OF Kyle Tucker OF Gavin Sheets P Zack Wheeler P Taj Bradley SS Andruw Monasterio,,Jac Caglianone,OF,3.36%,7
78,5184081611,NoThought,0,154.2,1B Willson Contreras 2B Romy Gonzalez 3B Caleb Durbin C Francisco Alvarez OF Juan Soto OF Ceddanne Rafaela OF A.J. Ewing P Justin Wrobleski P Joey Cantillo SS Francisco Lindor,,Tyler Tolbert,SS,3.28%,39
79,5184239067,tngmtntnnjabortles,0,154.1,1B Freddie Freeman 2B Anthony Seigler 3B Nick Loftin C Salvador Perez OF Jac Caglianone OF Ceddanne Rafaela OF Lane Thomas P Taj Bradley P Seth Lugo SS Bobby Witt Jr.,,Luis Arraez,2B,3.28%,10
80,5184206154,RINO19,0,153.75,1B Romy Gonzalez 2B Anthony Seigler 3B Max Muncy C Connor Wong OF Shohei Ohtani OF Ceddanne Rafaela OF A.J. Ewing P Jacob deGrom P Payton Tolle SS Xander Bogaerts,,Randal Grichuk,OF,3.20%,0
81,5184428772,shuperman,0,153.4,1B Bryce Harper 2B Josh Smith 3B Nick Loftin C Connor Wong OF Kyle Schwarber OF Austin Martin OF Derek Hill P Zack Wheeler P Jacob deGrom SS Trea Turner,,Kyle Karros,3B,3.20%,4
81,5184481205,mitchkenady,0,153.4,1B Bryce Harper 2B Anthony Seigler 3B Caleb Durbin C Salvador Perez OF Shohei Ohtani OF Ezequiel Duran OF Lane Thomas P Jacob deGrom P Justin Wrobleski SS Tyler Tolbert,,Luis Campusano,C,3.20%,6
83,5184436072,BustaKaep420,0,153.3,1B Josh Bell 2B Kody Clemens 3B Max Muncy C Connor Wong OF Andy Pages OF Ceddanne Rafaela OF Lane Thomas P Justin Wrobleski P Taj Bradley SS Colson Montgomery,,Jake Bauers,1B,3.11%,4
84,5184077736,HoosierTide,0,152.8,1B Freddie Freeman 2B Jose Fermin 3B Kyle Karros C Dalton Rushing OF Shohei Ohtani OF Jordan Walker OF Ceddanne Rafaela P Taj Bradley P Joey Cantillo SS Tyler Tolbert,,Kody Clemens,2B,3.03%,15
85,5184299386,rwdw0822,0,152.4,1B Freddie Freeman 2B Jake Cronenworth 3B Max Muncy C Luis Torrens OF Shohei Ohtani OF Tommy Edman OF Luis Lara P Zack Wheeler P Jacob deGrom SS Andruw Monasterio,,Josh Smith,2B,3.03%,5
85,5184308175,thegadfather,0,152.4,1B Willson Contreras 2B Anthony Seigler 3B Alec Bohm C J.T. Realmuto OF Ceddanne Rafaela OF A.J. Ewing OF Edmundo Sosa P Zack Wheeler P Jacob deGrom SS Geraldo Perdomo,,Bo Bichette,3B,3.03%,5
85,5184509632,cptnspaulding,0,152.4,1B Royce Lewis 2B Jorge Polanco 3B Brooks Lee C Luis Torrens OF Juan Soto OF A.J. Ewing OF Austin Martin P Zack Wheeler P Jacob deGrom SS Francisco Lindor,,Bryson Stott,2B,3.03%,0
88,5184138874,soonerbernie2002,0,152,1B Rafael Devers 2B Jorge Polanco 3B Alec Bohm C J.T. Realmuto OF Juan Soto OF Carson Benge OF A.J. Ewing P Jacob deGrom P Taj Bradley SS Francisco Lindor,,Jac Caglianone,1B,2.94%,7
89,5184309383,Peezy16,0,151.9,1B Willson Contreras 2B Jorge Polanco 3B Bo Bichette C Connor Wong OF Fernando Tatis Jr. OF Carson Benge OF A.J. Ewing P Jacob deGrom P Joey Cantillo SS Francisco Lindor,,Nolan Arenado,3B,2.94%,0
90,5183916050,Bal2kane,0,151.4,1B Kyle Manzardo 2B Michael Massey 3B Max Muncy C Carter Jensen OF Jac Caglianone OF Lane Thomas OF Tyler Tolbert P Jacob deGrom P Justin Wrobleski SS Geraldo Perdomo,,Edmundo Sosa,3B,2.78%,10
90,5184125100,Weather1_99,0,151.4,1B Willson Contreras 2B Romy Gonzalez 3B Caleb Durbin C Carter Jensen OF Fernando Tatis Jr. OF Jarren Duran OF Lane Thomas P Jacob deGrom P Justin Wrobleski SS Andruw Monasterio,,Joc Pederson,1B,2.78%,0
90,5184315932,Goodfellas97,0,151.4,1B Rafael Devers 2B Andruw Monasterio 3B Manny Machado C Carter Jensen OF Juan Soto OF Fernando Tatis Jr. OF Gavin Sheets P Jacob deGrom P Justin Wrobleski SS Tyler Tolbert,,Daniel Schneemann,3B,2.69%,0
90,5184391905,Zrios85,0,151.4,1B Salvador Perez 2B Anthony Seigler 3B Alec Bohm C Carter Jensen OF Cole Carrigg OF Lane Thomas OF Luis Lara P Zack Wheeler P Jacob deGrom SS Bobby Witt Jr.,,Patrick Bailey,C,2.69%,0
90,5184451304,Astrospider,0,151.4,1B Blaze Jordan 2B Bryson Stott 3B Edmundo Sosa C Salvador Perez OF Kyle Schwarber OF Justin Crawford OF Tyler Tolbert P Jacob deGrom P Justin Wrobleski SS Bobby Witt Jr.,,Austin Martin,OF,2.61%,7
90,5184511885,ruben78,0,151.4,1B Josh Bell 2B Jorge Polanco 3B Kyle Karros C Dalton Rushing OF Juan Soto OF A.J. Ewing OF Max Kepler P Zack Wheeler P Jacob deGrom SS Francisco Lindor,,Jake McCarthy,OF,2.61%,6
96,5184461529,poz1171,0,150.45,1B Royce Lewis 2B Brett Baty 3B Brooks Lee C Victor Caratini OF Juan Soto OF Carson Benge OF A.J. Ewing P Jose Soriano P Taj Bradley SS Francisco Lindor,,Chase Meidroth,2B,2.52%,4
97,5184020227,realfactzmack302,0,150.4,1B Romy Gonzalez 2B Jake Cronenworth 3B Max Muncy C Dalton Rushing OF Shohei Ohtani OF Kyle Tucker OF Max Kepler P Zack Wheeler P Jacob deGrom SS Tyler Tolbert,,James McCann,C,2.52%,3
98,5184113970,CFinch,0,149.7,1B Bryce Harper 2B Jake Cronenworth 3B Manny Machado C Luis Campusano OF Kyle Schwarber OF Fernando Tatis Jr. OF Luis Lara P Zack Wheeler P Justin Wrobleski SS Joey Ortiz,,JJ Bleday,OF,2.52%,5
99,5184312161,RedBerts,0,149.40001,1B Freddie Freeman 2B Jose Fermin 3B Nick Loftin C Carter Jensen OF Shohei Ohtani OF Randal Grichuk OF Tyler Tolbert P Justin Wrobleski P Hunter Dobbins SS Bobby Witt Jr.,,Kyle Teel,C,2.52%,2
99,5184027647,squatman2008,0,149.4,1B Jared Young 2B Chase Meidroth 3B Miguel Vargas C Connor Wong OF Juan Soto OF Carson Benge OF A.J. Ewing P Jacob deGrom P Justin Wrobleski SS Francisco Lindor,,Noah Schultz,P,2.52%,2.65
101,5184268368,neech74,0,149.3,1B Willson Contreras 2B Brice Turang 3B Blaze Jordan C Drew Cavanaugh OF Christian Yelich OF Jake Bauers OF Luis Lara P Zack Wheeler P Taj Bradley SS Cooper Pratt,,Kodai Senga,P,2.44%,1.35
