Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
36,5195166793,9ersnumber1,0,147,1B Ty France 2B Hao-Yu Lee 3B Josh Jung C Carson Kelly OF James Wood OF Yordan Alvarez OF Pete Crow-Armstrong P Tatsuya Imai P Kumar Rocker SS Ezequiel Duran,,Braden Montgomery,OF,7.32%,0
37,5195193082,MiddleAgeTryHard,0,146.85,1B Jake Cronenworth 2B Hao-Yu Lee 3B Kyle Karros C Hunter Goodman OF James Wood OF Daylen Lile OF Jorge Soler P Luis Castillo P Kumar Rocker SS CJ Abrams,,Brewer Hicklen,OF,6.98%,4
38,5195087708,butchismyhomie,0,146.75,1B Bryce Eldridge 2B Jake Cronenworth 3B Kyle Karros C Hunter Goodman OF James Wood OF Cole Carrigg OF Daulton Varsho P Luis Castillo P David Peterson SS CJ Abrams,,Jo Adell,OF,6.39%,19
38,5195649890,Russ99,0,146.75,1B Bryce Eldridge 2B Jake Cronenworth 3B Kyle Karros C Hunter Goodman OF James Wood OF Cole Carrigg OF Daulton Varsho P Luis Castillo P David Peterson SS CJ Abrams,,Jacob Young,OF,6.39%,0
40,5195199556,SkyU27,0,145.85,1B Jake Burger 2B Ketel Marte 3B Ezequiel Duran C Gabriel Moreno OF Corbin Carroll OF Wyatt Langford OF Max Kepler P Chase Burns P David Peterson SS Geraldo Perdomo,,Munetaka Murakami,1B,6.22%,5
41,5195421414,asoren31,0,145.75,1B Luis Garcia Jr. 2B Jose Tena 3B Vaughn Grissom C Keibert Ruiz OF James Wood OF Jo Adell OF Jorge Soler P Luis Castillo P David Peterson SS CJ Abrams,,Josh Jung,3B,6.14%,5
42,5195372415,impeccablycomingup,0,145.3,1B Tommy White 2B Justin Foscue 3B Joey Ortiz C Hunter Goodman OF James Wood OF Jake McCarthy OF Cole Carrigg P Brandon Sproat P David Peterson SS CJ Abrams,,Jackson Chourio,OF,6.14%,3
43,5195244910,Riffraff76,0,144.65,1B Luis Garcia Jr. 2B Jose Tena 3B Kyle Karros C Keibert Ruiz OF James Wood OF Cole Carrigg OF Jakob Marsee P Luinder Avila P David Peterson SS CJ Abrams,,Sam Antonacci,OF,5.97%,2
43,5195285251,bigw575757,0,144.65,1B Tommy White 2B Willi Castro 3B Curtis Mead C Jonah Heim OF James Wood OF Jake McCarthy OF Cole Carrigg P Luinder Avila P David Peterson SS CJ Abrams,,Matt Olson,1B,5.89%,5
45,5195356926,jokerdpo,0,144.1,1B Jared Young 2B Jake Cronenworth 3B Curtis Mead C Hunter Goodman OF James Wood OF Daylen Lile OF Cam Cauley P Matthew Liberatore P Kumar Rocker SS CJ Abrams,,Kevin Gausman,P,5.89%,-5.1
46,5195654356,tical1994,0,143.9,1B TJ Rumfield 2B Jose Tena 3B Kyle Karros C Hunter Goodman OF James Wood OF Jake McCarthy OF Cole Carrigg P Tatsuya Imai P David Peterson SS Cooper Pratt,,Cam Cauley,OF,5.80%,7
47,5195585778,MPMoore,0,143.75,1B Jonathan Aranda 2B Jose Tena 3B Junior Caminero C Shea Langeliers OF Jonny DeLuca OF Chandler Simpson OF Cedric Mullins P Drew Rasmussen P Tatsuya Imai SS Geraldo Perdomo,,Shea Langeliers,C,5.80%,16
48,5195476668,cfritz08,0,143.55,1B Jared Young 2B Ildemaro Vargas 3B Isaac Paredes C Dillon Dingler OF James Wood OF JJ Bleday OF A.J. Ewing P Drew Rasmussen P Zac Thornton SS Ezequiel Duran,,Blaze Jordan,3B,5.72%,5
49,5195163047,willhays10,0,143,1B Bryce Eldridge 2B Jose Tena 3B Kyle Karros C Hunter Goodman OF James Wood OF Cole Carrigg OF Brewer Hicklen P Matthew Liberatore P David Peterson SS CJ Abrams,,Zach Neto,SS,5.72%,6
50,5195294849,bearsden1975,0,142.9,1B Luis Garcia Jr. 2B Jose Tena 3B Josh Jung C Carter Jensen OF Corbin Carroll OF Lane Thomas OF A.J. Ewing P Tatsuya Imai P David Peterson SS CJ Abrams,,Ty France,1B,5.47%,10
51,5195365649,aj4evers,0,142.85,1B Bryce Eldridge 2B Vaughn Grissom 3B Kyle Karros C Jake Rogers OF James Wood OF Mickey Moniak OF Jake McCarthy P Luis Castillo P Kumar Rocker SS CJ Abrams,,Casey Schmitt,3B,5.38%,2
52,5195547683,Darkhorse911,0,142.75,1B TJ Rumfield 2B Willi Castro 3B Kyle Karros C Hunter Goodman OF Mickey Moniak OF Corbin Carroll OF Max Kepler P Luis Castillo P David Peterson SS Geraldo Perdomo,,Justin Foscue,2B,5.30%,3
53,5195389838,TomasOrr,0,142.55,1B Ildemaro Vargas 2B Nico Hoerner 3B Nolan Arenado C Carson Kelly OF Mike Trout OF Brandon Nimmo OF Chandler Simpson P Chase Burns P Walbert Urena SS Francisco Lindor,,Nolan Arenado,3B,5.13%,5
54,5195518446,Grnder_786,0,142.45,1B Luis Garcia Jr. 2B Jose Tena 3B Vaughn Grissom C Keibert Ruiz OF Corbin Carroll OF Daylen Lile OF Max Kepler P Luis Castillo P Tatsuya Imai SS CJ Abrams,,Hao-Yu Lee,2B,5.13%,5
55,5195180431,jedimoose28,0,142.3,1B Tommy White 2B Jose Tena 3B Josh Jung C Jonah Heim OF James Wood OF Brandon Nimmo OF A.J. Ewing P Chase Burns P Luinder Avila SS Jacob Wilson,,Max Kepler,OF,5.13%,25
56,5195391369,renegadebaumers,0,142.15,1B Nathaniel Lowe 2B Jake Cronenworth 3B Yandy Diaz C Shea Langeliers OF Jackson Chourio OF JJ Bleday OF Cedric Mullins P Drew Rasmussen P Kumar Rocker SS Jacob Wilson,,Mickey Moniak,OF,5.13%,21
57,5195336613,PDR297,0,141.75,1B Luis Garcia Jr. 2B Vaughn Grissom 3B Kyle Karros C Hunter Goodman OF Mickey Moniak OF Jake McCarthy OF Jo Adell P Luis Castillo P David Peterson SS Zach Neto,,Corbin Carroll,OF,5.05%,10
58,5195573465,thunder6186,0,141.65,1B Luis Garcia Jr. 2B Hao-Yu Lee 3B Curtis Mead C Hunter Goodman OF James Wood OF Heriberto Hernandez OF Lucas Spence P Kohl Drake P David Peterson SS CJ Abrams,,Jesus Rodriguez,C,4.96%,7
59,5195404152,kwwagner1142,0,141,1B TJ Rumfield 2B Vaughn Grissom 3B Kyle Karros C Hunter Goodman OF Mike Trout OF Jake McCarthy OF Cole Carrigg P Tatsuya Imai P Kumar Rocker SS Zach Neto,,Lane Thomas,OF,4.88%,0
60,5195336048,yawkeyway8,0,140.85,1B Luis Garcia Jr. 2B Hao-Yu Lee 3B Blaze Jordan C Jonah Heim OF James Wood OF Jorge Soler OF Griffin Conine P Chase Burns P David Peterson SS CJ Abrams,,Vaughn Grissom,3B,4.71%,7
61,5195410817,ras829,0,140.7,1B Ty France 2B Hao-Yu Lee 3B Javier Sanoja C Luis Torrens OF Fernando Tatis Jr. OF Wyatt Langford OF Sam Antonacci P Chase Burns P Drew Rasmussen SS Jacob Wilson,,Gabriel Moreno,C,4.63%,11
62,5195662586,PrimeTime420,0,139.75,1B TJ Rumfield 2B Willi Castro 3B Max Muncy C Hunter Goodman OF Daylen Lile OF Cole Carrigg OF Jorge Soler P Luis Castillo P David Peterson SS CJ Abrams,,Heliot Ramos,OF,4.63%,4
63,5195450340,Bgoebert,0,139.4,1B Tommy White 2B Vaughn Grissom 3B Blaze Jordan C Jonah Heim OF James Wood OF Jo Adell OF Jorge Soler P Chase Burns P Luis Castillo SS CJ Abrams,,Kyle Stowers,1B,4.37%,10
64,5195214869,Tarheels3,0,139.3,1B Luis Garcia Jr. 2B Jose Tena 3B Vaughn Grissom C Logan O'Hoppe OF James Wood OF Mike Trout OF Daylen Lile P Kumar Rocker P David Peterson SS CJ Abrams,,Jim Jarvis,SS,4.29%,19
65,5195388755,aafeath2,0,139.25,1B Luis Garcia Jr. 2B Jose Tena 3B Vaughn Grissom C Joe Mack OF James Wood OF Jake McCarthy OF Cole Carrigg P Noah Schultz P David Peterson SS CJ Abrams,,William Contreras,C,4.21%,2
66,5195171792,Double_L,0,138.85,1B Luis Garcia Jr. 2B Jose Tena 3B Vaughn Grissom C Logan O'Hoppe OF James Wood OF Daylen Lile OF Jo Adell P Luis Castillo P Kumar Rocker SS CJ Abrams,,Heriberto Hernandez,OF,4.21%,8
66,5195240729,samsli,0,138.85,1B Luis Garcia Jr. 2B Jose Tena 3B Vaughn Grissom C Logan O'Hoppe OF James Wood OF Daylen Lile OF Jo Adell P Luis Castillo P Kumar Rocker SS CJ Abrams,,Jake Cronenworth,2B,4.12%,7
66,5195454609,barrysg21,0,138.85,1B Luis Garcia Jr. 2B Willi Castro 3B Curtis Mead C Luis Torrens OF Jake McCarthy OF Cole Carrigg OF Jo Adell P Chase Burns P David Peterson SS Jim Jarvis,,Reynaldo Lopez,P,4.12%,4.55
66,5195637973,genosucks1,0,138.85,1B Luis Garcia Jr. 2B Jose Tena 3B Vaughn Grissom C Logan O'Hoppe OF James Wood OF Daylen Lile OF Jo Adell P Luis Castillo P Kumar Rocker SS CJ Abrams,,Rafael Devers,1B,4.12%,0
70,5195209216,cliffr03690,0,138.75,1B Luis Garcia Jr. 2B Ildemaro Vargas 3B Kyle Karros C Keibert Ruiz OF James Wood OF Cole Carrigg OF Brewer Hicklen P Luis Castillo P David Peterson SS CJ Abrams,,Noah Schultz,P,4.04%,-4.35
71,5195561703,bkayjac,0,138.7,1B Luis Garcia Jr. 2B Jose Tena 3B Nolan Arenado C Keibert Ruiz OF James Wood OF Nathan Church OF Max Kepler P Tatsuya Imai P Matthew Liberatore SS CJ Abrams,,Jordan Walker,OF,4.04%,3
72,5195273918,MileHighMadman,0,138.3,1B Luis Garcia Jr. 2B Willi Castro 3B Kyle Karros C Keibert Ruiz OF Jake McCarthy OF Daylen Lile OF Troy Johnston P Kumar Rocker P David Peterson SS CJ Abrams,,Griffin Conine,OF,3.95%,5
72,5195569562,phayes526,0,138.3,1B Ty France 2B Jake Cronenworth 3B Curtis Mead C Hunter Goodman OF Yordan Alvarez OF Jacob Young OF Gavin Sheets P Kumar Rocker P David Peterson SS CJ Abrams,,A.J. Ewing,OF,3.95%,10
74,5195423636,Bubba2057,0,137.95,1B Tommy White 2B Hao-Yu Lee 3B Blaze Jordan C Hunter Goodman OF Mickey Moniak OF Jake McCarthy OF Cole Carrigg P Chase Burns P Kumar Rocker SS Ezequiel Tovar,,Jose Altuve,2B,3.95%,0
75,5195169669,mustangs2015,0,137.85,1B Ty France 2B Ketel Marte 3B Manny Machado C Gabriel Moreno OF Mickey Moniak OF Corbin Carroll OF Max Kepler P Luis Castillo P Brandon Sproat SS Geraldo Perdomo,,Joey Ortiz,3B,3.95%,3
76,5195196064,42Ballerz,0,137.75,1B Luis Garcia Jr. 2B Jose Tena 3B Blaze Jordan C Jesus Rodriguez OF James Wood OF Daylen Lile OF Cole Carrigg P Luis Castillo P David Peterson SS CJ Abrams,,Tommy White,1B,3.95%,6
76,5195224971,rsulzener,0,137.75,1B Luis Garcia Jr. 2B Jose Tena 3B Blaze Jordan C Jesus Rodriguez OF James Wood OF Daylen Lile OF Cole Carrigg P Luis Castillo P David Peterson SS CJ Abrams,,Jorge Soler,OF,3.87%,11
76,5195317717,JRBucks34,0,137.75,1B Luis Garcia Jr. 2B Jose Tena 3B Blaze Jordan C Jesus Rodriguez OF James Wood OF Daylen Lile OF Cole Carrigg P Luis Castillo P David Peterson SS CJ Abrams,,Andrew Benintendi,OF,3.87%,0
76,5195347954,markmajors,0,137.75,1B Luis Garcia Jr. 2B Nasim Nunez 3B Kyle Karros C Joe Mack OF James Wood OF Daylen Lile OF Tim Tawa P Luis Castillo P David Peterson SS CJ Abrams,,Mike Trout,OF,3.87%,7
76,5195424568,pigskin23,0,137.75,1B Luis Garcia Jr. 2B Jose Tena 3B Blaze Jordan C Jesus Rodriguez OF James Wood OF Daylen Lile OF Cole Carrigg P Luis Castillo P David Peterson SS CJ Abrams,,Francisco Lindor,SS,3.87%,15
76,5195436196,nwspring52,0,137.75,1B Luis Garcia Jr. 2B Jose Tena 3B Blaze Jordan C Jesus Rodriguez OF James Wood OF Daylen Lile OF Cole Carrigg P Luis Castillo P David Peterson SS CJ Abrams,,Andrew Vaughn,1B,3.78%,0
76,5195467959,scrub69,0,137.75,1B Luis Garcia Jr. 2B Jose Tena 3B Blaze Jordan C Jesus Rodriguez OF James Wood OF Daylen Lile OF Cole Carrigg P Luis Castillo P David Peterson SS CJ Abrams,,JJ Bleday,OF,3.78%,0
76,5195603062,aylsg,0,137.75,1B Kyle Stowers 2B Jake Cronenworth 3B Kyle Karros C Hunter Goodman OF James Wood OF Daylen Lile OF Kevin Alcantara P Luis Castillo P David Peterson SS CJ Abrams,,Vaughn Grissom,2B,3.78%,7
76,5195611202,Fletch66,0,137.75,1B Luis Garcia Jr. 2B Jose Tena 3B Blaze Jordan C Jesus Rodriguez OF James Wood OF Daylen Lile OF Cole Carrigg P Luis Castillo P David Peterson SS CJ Abrams,,Logan O'Hoppe,C,3.78%,0
76,5195637719,blacklabelkk,0,137.75,1B Luis Garcia Jr. 2B Jose Tena 3B Blaze Jordan C Jesus Rodriguez OF James Wood OF Daylen Lile OF Cole Carrigg P Luis Castillo P David Peterson SS CJ Abrams,,Ivan Herrera,C,3.70%,3
86,5195278956,woody326,0,137.7,1B TJ Rumfield 2B Jose Tena 3B Kyle Karros C Keibert Ruiz OF James Wood OF Cole Carrigg OF Lucas Spence P Tatsuya Imai P Matthew Liberatore SS CJ Abrams,,Gary Sanchez,C,3.62%,0
87,5195074969,Hawkhill,0,137.35,1B Ty France 2B Michael Massey 3B Vaughn Grissom C Dillon Dingler OF A.J. Ewing OF Lars Nootbaar OF Lucas Spence P Chase Burns P Zac Thornton SS CJ Abrams,,Nasim Nunez,2B,3.53%,8
88,5195656761,millermdm,0,137.3,1B Jared Young 2B Willi Castro 3B Blaze Jordan C Shea Langeliers OF James Wood OF Daylen Lile OF Jorge Barrosa P Chase Burns P Luinder Avila SS Jacob Wilson,,Junior Caminero,3B,3.53%,14
89,5195329116,soonerbernie2002,0,137,1B TJ Rumfield 2B Jose Altuve 3B Kyle Karros C Hunter Goodman OF Yordan Alvarez OF Cole Carrigg OF Brewer Hicklen P Tatsuya Imai P Kumar Rocker SS Jeremy Pena,,Liam Hicks,C,3.53%,2
90,5195125926,brennan_rooks,0,136.75,1B Ty France 2B Nico Hoerner 3B Kevin McGonigle C Luis Campusano OF Fernando Tatis Jr. OF Seiya Suzuki OF Jackson Merrill P Drew Rasmussen P Walbert Urena SS Jim Jarvis,,Luinder Avila,P,3.45%,24.05
90,5195360208,ckat1985,0,136.75,1B Luis Garcia Jr. 2B Willi Castro 3B Kyle Karros C Jesus Rodriguez OF Jake McCarthy OF Daylen Lile OF Cole Carrigg P Luis Castillo P David Peterson SS CJ Abrams,,Dillon Dingler,C,3.45%,23
90,5195453554,Gronkowski69,0,136.75,1B Luis Garcia Jr. 2B Jose Tena 3B Blaze Jordan C Ivan Herrera OF James Wood OF Daylen Lile OF Jo Adell P Luis Castillo P David Peterson SS CJ Abrams,,Nico Hoerner,2B,3.45%,5
90,5195618448,kyleputt,0,136.75,1B Luis Garcia Jr. 2B Jose Tena 3B Vaughn Grissom C Hunter Goodman OF Jake McCarthy OF Lane Thomas OF Heriberto Hernandez P Luis Castillo P David Peterson SS CJ Abrams,,Tyler Mahle,P,3.45%,9.05
94,5195342914,eck2b,0,136.4,1B Luis Garcia Jr. 2B Nasim Nunez 3B Blaze Jordan C Keibert Ruiz OF James Wood OF Jose Siri OF Brewer Hicklen P Zac Thornton P Tatsuya Imai SS CJ Abrams,,Isaac Paredes,3B,3.36%,21
95,5195627503,deez516,0,136.15,1B TJ Rumfield 2B Oswald Peraza 3B Kyle Karros C Hunter Goodman OF Jake McCarthy OF Daylen Lile OF Cole Carrigg P Reynaldo Lopez P David Peterson SS CJ Abrams,,Alec Burleson,1B,3.36%,9
96,5195635089,tomkriger,0,135.9,1B Jake Burger 2B Justin Foscue 3B Josh Jung C Jonah Heim OF Wyatt Langford OF Brandon Nimmo OF Braden Montgomery P Chase Burns P Jack Perkins SS CJ Abrams,,JJ Wetherholt,2B,3.28%,2
97,5195252117,Hotdogfatboy,0,135.85,1B Rafael Devers 2B Willi Castro 3B Eugenio Suarez C Gabriel Moreno OF Brandon Nimmo OF George Springer OF Jorge Soler P Luis Castillo P Brandon Sproat SS CJ Abrams,,Jake Burger,1B,3.28%,7
98,5195361173,foosballr,0,135.75,1B TJ Rumfield 2B Jose Tena 3B Curtis Mead C Joe Mack OF Jake McCarthy OF Daylen Lile OF Cole Carrigg P Luis Castillo P David Peterson SS CJ Abrams,,Miguel Vargas,3B,3.28%,5
99,5195658352,nrp8598,0,135.5,1B Ty France 2B Jake Cronenworth 3B Manny Machado C Jesus Rodriguez OF Juan Soto OF Fernando Tatis Jr. OF Jackson Merrill P Kevin Gausman P David Peterson SS Francisco Lindor,,Jeremy Pena,SS,3.28%,16
100,5195492803,Swidb,0,135.45,1B Jonathan Aranda 2B Ketel Marte 3B Junior Caminero C Gabriel Moreno OF Corbin Carroll OF Jonny DeLuca OF Max Kepler P Luis Castillo P Tatsuya Imai SS Geraldo Perdomo,,Juan Soto,OF,3.28%,2
101,5195119069,Fishnaked,0,135.35,1B Ildemaro Vargas 2B Vaughn Grissom 3B Kyle Karros C Luis Torrens OF James Wood OF Jose Siri OF Brewer Hicklen P Chase Burns P Zac Thornton SS CJ Abrams,,Joe Mack,C,3.28%,16
102,5195253966,mollyballs,0,135.3,1B Matt Olson 2B Nasim Nunez 3B Austin Riley C Drake Baldwin OF Mickey Moniak OF Michael Harris II OF Brewer Hicklen P Kumar Rocker P David Peterson SS CJ Abrams,,Mike Yastrzemski,OF,3.20%,0
102,5195559546,Poodak,0,135.3,1B Nolan Schanuel 2B Willi Castro 3B Curtis Mead C Keibert Ruiz OF James Wood OF Daylen Lile OF Jose Siri P Kumar Rocker P David Peterson SS CJ Abrams,,Xavier Edwards,2B,3.20%,0
104,5195613137,thegadfather,0,135,1B Ty France 2B Jose Tena 3B Kyle Karros C Hunter Goodman OF James Wood OF Daylen Lile OF Braden Montgomery P Matthew Liberatore P David Peterson SS CJ Abrams,,Nasim Nunez,SS,3.20%,8
105,5195372200,ZMurr72,0,134.85,1B Luis Garcia Jr. 2B Nasim Nunez 3B Isaac Paredes C Christian Vazquez OF James Wood OF Jung Hoo Lee OF Mike Yastrzemski P Luis Castillo P Kumar Rocker SS CJ Abrams,,Jonathan Aranda,1B,3.11%,6
